comment,db_key,is_disabled,parent_rule_ref,rank,tag,access_rule.match_part.match_sources.match_source_ref.type,access_rule.match_part.match_sources.match_source_ref.value,access_rule.match_part.match_destinations.match_destination_ref.type,access_rule.match_part.match_destinations.match_destination_ref.value,access_rule.match_part.match_services.match_service_ref.type,access_rule.match_part.match_services.match_service_ref.value,access_rule.action.type,access_rule.option.log_policy.closing_mode,access_rule.option.log_policy.log_level,access_rule.option.log_policy.mss_enforce,access_rule.match_part.match_services.match_service_ref.ref_key,access_rule.option.log_policy.log_compression,comment_rule.background_color,access_rule.match_part.user_match.user.class_id,access_rule.match_part.user_match.user.display_name,access_rule.match_part.user_match.user.domain,access_rule.match_part.user_match.user.ref,access_rule.match_part.user_match.auth_service.ref,access_rule.match_part.user_match.auth_service.ref_key,access_rule.vpn_action.meta_mobile_vpn,access_rule.vpn_action.type,access_rule.vpn_action.vpn_ref.ref,name,access_rule.match_part.match_sources.match_source_ref.ref_key,access_rule.option.decrypting,access_rule.option.deep_inspection,access_rule.option.log_policy.application,access_rule.option.conn_tracking,nat_rule.valid_fw_ref,nat_rule.match_part.match_sources.match_source_ref.type,nat_rule.match_part.match_sources.match_source_ref.value,nat_rule.match_part.match_destinations.match_destination_ref.type,nat_rule.match_part.match_destinations.match_destination_ref.value,nat_rule.match_part.match_services.match_service_ref.ref_key,nat_rule.match_part.match_services.match_service_ref.type,nat_rule.match_part.match_services.match_service_ref.value,nat_rule.action.type,nat_rule.option.log_policy.closing_mode,nat_rule.option.log_policy.log_level,nat_rule.option.log_policy.mss_enforce,nat_rule.option.nat_src.dynamic_nat.generate_arp,nat_rule.option.nat_src.dynamic_nat.packet_description.first_port,nat_rule.option.nat_src.dynamic_nat.packet_description.last_port,nat_rule.option.nat_src.dynamic_nat.packet_description.ne_ref
,10530,false,Access rule : insert point,610.0,2097979.14,network_element,Git_Server,network_element,Docker Registry Server,service | service | service | service,HTTP | HTTPS | tcp_service_443 | tcp_service_80,allow,true,stored,false,330 | 332,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11362,false,Access rule : insert point,611.0,2098713.11,network_element | network_element,AI_Wireless | Cairo_R&D_Team_126-,network_element | network_element,41.33.212.179 | 41.33.212.181,service,demo-ports,discard,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10531,false,Access rule : insert point,612.0,2097980.13,network_element | network_element,AI_Wireless | Cairo_R&D_Team_126-,network_element | network_element | network_element | network_element,41.179.247.133 | 41.179.247.136 | network-41.33.212.176/29 | NLP Demo,service,demo-ports,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10532,false,Access rule : insert point,613.0,2097981.14,network_element | network_element | network_element,10.53.107.247 | 10.53.107.248 | 10.53.107.249,network_element | network_element | network_element | network_element,41.179.247.133 | 41.179.247.136 | 41.33.212.180 | NLP Demo,service | service,SSH | tcp_service_22,allow,true,undefined,false,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11244,false,Access rule : insert point,614.0,2098590.14,network_element | network_element | network_element | network_element,AI_Wireless | alex-wireless | Alexandria_R&D_Team_126    | Cairo_R&D_Team_126-,network_element | network_element | network_element,41.33.212.179 | 41.33.212.181 | 41.33.212.182,service | service | service | service | service | service,3000-9000 | 9090 | HTTP | HTTPS | SSH | tcp_service_22,discard,true,undefined,false,330 | 332 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10533,false,Access rule : insert point,615.0,2097982.13,network_element | network_element | network_element | network_element,10.53.130.0/24 | AI_Wireless | AIC Operations | Cairo_R&D_Team_126-,network_element | network_element,ISE_mcit2 | ISE_mcit4,service | service | service | service | service | service | service | service | service | service,8443 | BOOTPS (UDP) | DNS (UDP) | HTTPS | Kerberos | Microsoft-DS | TCP-8084 | TCP-8905 | tcp_service_135 | tcp_service_80,allow,true,undefined,false,409 | 414 | 332 | 343 | 351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11272,false,Access rule : insert point,616.0,2097983.13,network_element,AI-Admins,network_element | network_element | network_element | network_element | network_element,Active Connect Client | AD1 | AD2 | Proxy Agent 1 | Proxy Agent 2,service,Remote Desktop,allow,true,undefined,false,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11273,false,Access rule : insert point,617.0,2098624.12,network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.200.21 | 10.54.200.24 | 10.54.200.30,network_element | network_element | network_element | network_element | network_element,Active Connect Client | AD1 | AD2 | Proxy Agent 1 | Proxy Agent 2,service,Remote Desktop,allow,true,undefined,false,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10535,false,Access rule : insert point,618.0,2097984.13,network_element,AI-Admins,network_element,network-10.53.135.0/24,service | service | service | service | service,9090 | HTTP | HTTPS | SSH | tcp_service_22,allow,true,undefined,false,330 | 332 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11952,false,Access rule : insert point,618.5,2099343.0,network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.54.200.0/24 | AI-lab | AI_users(1) | AIC SWD | AIC-CAI-IT | Alexandria_IT_Admin_125 | Alexandria_R&D_Team_126    | Alexandria_Software_129 | Cairo_R&D_Team_126,network_element | network_element,Log_collector | log_collector2,service | service,5985 | 5986,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11959,false,Access rule : insert point,618.75,2099350.1,network_element,10.100.112.5,network_element | network_element | network_element,AIC_Console_Admin | Log_collector | log_collector2,service,Remote Desktop,allow,true,undefined,false,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11323,false,Access rule : insert point,619.0,2098675.12,network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,Windows Update Server,service,Remote Desktop,allow,true,undefined,false,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10536,false,Access rule : insert point,620.0,2097985.15,network_element | network_element,Cairo_ IT_Test _115 | network-10.53.127.0/24,network_element | network_element,AD1 | AD2,service | service,49152-65535-tcp | AD_services,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11945,false,Access rule : insert point,620.5,2099334.0,network_element,network-10.53.127.0/24,network_element,network-10.53.222.0/24,service,9001-9010,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10537,false,Access rule : insert point,621.0,2097986.16,network_element | network_element,network-10.53.123.0/24 | network-10.53.128.0/24,network_element | network_element,AD1 | AD2,service | service,49152-65535-tcp | AD_services,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10538,true,Access rule : insert point,622.0,2097987.14,network_element,network-10.53.140.0/24,network_element | network_element,AD1 | AD2,service,RDP remote,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11349,false,Access rule : insert point,623.0,2098700.11,network_element,10.53.106.239,network_element | network_element,AD1 | AD2,service | service | service | service,LDAP (TCP) | LDAP (UDP) | LDAPS (TCP) | LDAPS (UDP),allow,true,undefined,false,347 | 457 | 348 | 458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10539,false,Access rule : insert point,624.0,2097988.13,network_element | network_element,dns1 | dns2,network_element,Outside,service | service,NTP (TCP) | NTP (UDP),allow,true,undefined,false,362 | 425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10540,false,Access rule : insert point,625.0,2097989.13,network_element,10.53.126.124,network_element,network-10.53.104.0/24,service | service | service | service | service | service | service | service | service | service,161 | 5900 | 5900-6923 | 5901 | 9090 | Echo Reply (Any Code) | Echo Request (Any Code) | HTTP | HTTPS | SSH,allow,true,undefined,false,17 | 19 | 330 | 332 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10541,false,Access rule : insert point,626.0,2097990.14,network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,network-10.53.145.0/24,service | service | service | service,9090 | HTTP | HTTPS | SSH,allow,true,undefined,false,330 | 332 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10542,false,Access rule : insert point,627.0,2097991.13,network_element,network-10.53.102.0/24,network_element | network_element,8.8.8.8 | host-10.53.102.1,service,Ping,allow,true,undefined,false,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10543,true,Access rule : insert point,628.0,2097992.13,network_element,10.53.105.21,network_element,Not Internal,service | service,HTTP | HTTPS,allow,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10544,false,Access rule : insert point,629.0,2097993.13,network_element | network_element | network_element | network_element | network_element | network_element,10.53.123.250 | network-10.53.102.0/24 | network-10.53.105.0/24 | network-10.53.106.0/24 | network-10.53.107.0/24 | network-10.53.135.0/24,network_element,Outside,service | service,HTTP | HTTPS,allow,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10545,false,Access rule : insert point,630.0,2097994.16,network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.200.21 | 10.54.200.24 | 10.54.200.30 | AIC_Cluster1_server | Cairo_R&D_Team_126,network_element | network_element,network-10.53.107.0/24 | network-10.53.135.0/24,service | service | service | service,HTTP | HTTPS | SSH | tcp_service_22,allow,true,undefined,false,330 | 332 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11233,false,Access rule : insert point,631.0,2098578.13,network_element | network_element,10.53.222.2 | 10.53.222.22,network_element | network_element,network-10.53.106.0/24 | network-10.53.107.0/24,service | service | service | service | service | service,HTTP | HTTPS | SSH | tcp_service_22 | tcp_service_443 | tcp_service_80,allow,true,undefined,false,330 | 332 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11905,false,Access rule : insert point,631.5,2099287.1,network_element | network_element | network_element | network_element,10.58.126.0/24 | 10.58.129.0/24 | 10.58.130.0 | 10.58.200.0,network_element | network_element,network-10.53.106.0/24 | network-10.53.107.0/24,service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service,1514-1515 | 3000 | 3000-10000 | 30000-32768 | 55000 | 6900 | 8080 | 8081 | 8088 | 8089 | 9000 | HTTP | HTTPS | SSH | tcp_service_22 | tcp_service_443 | tcp_service_80,allow,true,undefined,false,330 | 332 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10546,false,Access rule : insert point,632.0,2097995.13,network_element,10.53.126.124,network_element,10.53.102.21,service | service | service | service | service,2222 | 54323 | 6100 | HTTP | HTTPS,allow,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10547,false,Access rule : insert point,633.0,2097996.16,network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.200.21 | 10.54.200.24 | 10.54.200.30 | Alexandria_IT_Admin_125,network_element,network-10.53.102.0/24,service | service | service | service | service | service | service | service | service | service,2222 | 3128 | 5900-6923 | 8006 | 9090 | HTTP | HTTPS | Ping | SSH | tcp_service_22,allow,true,undefined,false,330 | 332 | 453 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10548,false,Access rule : insert point,634.0,2097997.14,network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.200.21 | 10.54.200.24 | 10.54.200.30,network_element,10.53.102.21,service | service | service | service | service,2222 | 54323 | 6100 | HTTP | HTTPS,allow,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10549,false,Access rule : insert point,635.0,2097998.14,network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.200.21 | 10.54.200.24 | 10.54.200.30,network_element,network-10.53.104.0/24,service | service | service | service | service | service,161 | 5900-5901 | HTTP | HTTPS | SSH | tcp_service_22,allow,true,undefined,false,330 | 332 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10550,false,Access rule : insert point,636.0,2097999.13,network_element,Alexandria_R&D_Team_126   ,network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.121.251 | 10.53.121.252 | 10.53.121.253 | AI_users(1) | network-10.53.102.0/24 | network-10.53.104.0/24 | network-10.53.123.0/24 | network-10.53.135.0/24,service | service | service | service | service | service,2222 | 5900-6923 | 9090 | Photuris (ICMP) | Ping | SSH,allow,true,undefined,false,365 | 453 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11951,false,Access rule : insert point,636.5,2099342.2,network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.0 | 10.54.200.0/24 | AI-lab | AI_users(1) | AIC SWD | AIC-CAI-IT | Alexandria_IT_Admin_125 | Alexandria_R&D_Team_126    | Alexandria_Software_129,network_element | network_element,Log_collector | log_collector2,service | service,5985 | 5986,allow,,stored,false,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10551,false,Access rule : insert point,637.0,2098000.13,network_element,Cairo_R&D_Team_126-,network_element,network-10.53.101.0/24,service | service | service | service | service | service | service | service,Microsoft-DS | NetBIOS Datagram | NetBIOS-NS (UDP) | NetBIOS-SSN | NFS (TCP) | NFS (UDP) | Sun RPC (TCP) | Sun RPC (UDP),allow,true,undefined,false,351 | 420 | 422 | 356 | 12046 | 423 | 382 | 437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10552,false,Access rule : insert point,638.0,2098001.13,network_element,10.53.107.250-253,network_element,network-10.53.101.0/24,service | service | service | service,tcp_service_111 | tcp_service_2049 | udp_service_111 | udp_service_2049,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10554,false,Access rule : insert point,639.0,2098003.13,network_element | network_element,Alexandria_R&D_Team_126    | Cairo_R&D_Team_126-,network_element,10.53.107.253,service,6443,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10556,false,Access rule : insert point,640.0,2098005.15,network_element,10.53.105.252,network_element,IT Assets Inventory,service,8000tcp,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10557,false,Access rule : insert point,641.0,2098006.13,network_element,MSOT,network_element,network-10.53.145.0/24,service,ANY,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10559,false,Access rule : insert point,642.0,2098008.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10560,false,Access rule : insert point,643.0,2098009.13,network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127,network_element,10.54.200.0/24,service | service | service,5900 | Remote Desktop | SSH,allow,true,undefined,false,281 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11403,false,Access rule : insert point,644.0,2098755.11,network_element,Alexandria_R&D_Team_126   ,network_element,10.53.106.227,service,8834,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10561,false,Access rule : insert point,645.0,2098010.13,network_element | network_element | network_element,10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,network-10.53.102.0/24,service | service | service | service | service,2222 | 5900-6923 | 9090 | Photuris (ICMP) | SSH,allow,true,undefined,false,365 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10562,false,Access rule : insert point,646.0,2098011.13,network_element | network_element | network_element,10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,10.53.102.21,service | service | service | service | service,2222 | 54323 | 6100 | HTTP | HTTPS,allow,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10563,false,Access rule : insert point,647.0,2098012.14,network_element | network_element | network_element,10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,network-10.53.104.0/24,service | service | service | service | service,161 | 5900-5901 | HTTP | HTTPS | SSH,allow,true,undefined,false,330 | 332 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10564,false,Access rule : insert point,648.0,2098013.14,network_element | network_element | network_element,10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element | network_element | network_element | network_element | network_element,10.53.121.251 | 10.53.121.252 | 10.53.121.253 | AD1 | AD2,service,Remote Desktop,allow,true,undefined,false,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10565,false,Access rule : insert point,649.0,2098014.13,network_element | network_element | network_element,10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,network-10.53.123.0/24,service,SSH,allow,true,undefined,false,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10566,false,Access rule : insert point,650.0,2098015.13,network_element | network_element | network_element,10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,network-10.53.135.0/24,service | service | service | service,9090 | HTTP | HTTPS | SSH,allow,true,undefined,false,330 | 332 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10567,false,Access rule : insert point,651.0,2098016.13,network_element | network_element | network_element,10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,users,service | service | service,5900 | Remote Desktop | SSH,allow,true,undefined,false,281 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10568,false,Access rule : insert point,652.0,2098017.15,network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,ISE_mcit4,service,8445,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10569,false,Access rule : insert point,653.0,2098018.15,network_element,Alexandria_R&D_Team_126   ,network_element,network-10.53.105.0/24,service | service | service,HTTP | HTTPS | tcp_service_22,allow,true,undefined,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11479,false,Access rule : insert point,654.0,2098814.10,network_element,Alexandria_R&D_Team_126   ,network_element,network-10.53.107.0/24,service | service | service | service,HTTP | HTTPS | SSH | tcp_service_22,allow,true,undefined,false,330 | 332 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11318,true,Access rule : insert point,655.0,2098670.17,network_element | network_element,alex-wireless | Alexandria_R&D_Team_126   ,network_element,host-10.53.150.249,service | service,3000-9000 | 9090,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11319,false,Access rule : insert point,656.0,2098671.14,network_element,10.53.105.252,network_element,host-10.53.150.249,service | service,3000 | 5000,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11274,false,Access rule : insert point,657.0,2098625.12,network_element,10.70.131.151,network_element | network_element,host-10.53.107.24 | host-10.53.107.25,service,SSH,allow,true,undefined,false,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10571,false,Access rule : insert point,658.0,2098020.16,network_element,Alexandria_R&D_Team_126   ,network_element,AIC_Cluster1_server,service,SSH,allow,true,undefined,false,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10572,false,Access rule : insert point,659.0,2098021.13,network_element,Alexandria_R&D_Team_126   ,network_element | network_element,10.53.135.135-10.53.135.235 | 10.53.135.252-10.53.135.253,service | service | service | service,DNS (TCP with SafeSearch) | DNS (UDP) | NTP (TCP) | NTP (UDP),allow,true,undefined,false,12069 | 414 | 362 | 425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10573,false,Access rule : insert point,660.0,2098022.13,network_element,Alexandria_R&D_Team_126   ,network_element,10.53.135.252-10.53.135.253,service | service | service | service | service,LDAPS (TCP) | Microsoft Global Catalog LDAP (TCP) | Microsoft Global Catalog LDAPS (TCP) | Microsoft-DS | tcp_service_135,allow,true,undefined,false,348 | 12038 | 12040 | 351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10574,false,Access rule : insert point,661.0,2098023.13,network_element,Alexandria_R&D_Team_126   ,network_element,10.53.135.252-10.53.135.253,service | service | service | service,Kerberos | LDAP (TCP) | LDAP (UDP) | udp_service_88,allow,true,undefined,false,343 | 347 | 457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10575,false,Access rule : insert point,662.0,2098024.14,network_element,Alexandria_R&D_Team_126   ,network_element | network_element,10.53.222.2 | 10.53.222.22,service | service,8000tcp | SSH,allow,true,undefined,false,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10576,false,Access rule : insert point,663.0,2098025.13,network_element,network-10.53.101.0/24,network_element | network_element,AD1 | AD2,service | service | service | service | service | service | service | service | service | service | service | service | service,DNS (UDP) | Kerberos | LDAP (TCP) | LDAP (UDP) | LDAPS (TCP) | Microsoft Global Catalog LDAP (TCP) | Microsoft Global Catalog LDAPS (TCP) | Microsoft-DS | NTP (TCP) | NTP (UDP) | tcp_service_135 | tcp_service_53 | udp_service_88,allow,true,undefined,false,414 | 343 | 347 | 457 | 348 | 12038 | 12040 | 351 | 362 | 425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10577,false,Access rule : insert point,664.0,2098026.13,network_element,network-10.53.102.0/24,network_element,network-10.53.104.0/24,service | service | service | service | service | service | service | service | service | service,5900 | 5901 | 623 | HTTP | HTTPS | Ping | SNMP (UDP) | SSH | tcp_service_22 | udp_service_161,allow,true,undefined,false,330 | 332 | 453 | 435 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10578,false,Access rule : insert point,665.0,2098027.13,network_element,network-10.53.102.0/24,network_element,network-10.53.101.0/24,service | service | service | service | service | service,32764:32769 | 32764:32769-udp | NFS (TCP) | NFS (UDP) | tcp_service_111 | udp_service_111,allow,true,undefined,false,12046 | 423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10579,false,Access rule : insert point,666.0,2098028.13,network_element,network-10.53.102.0/24,network_element,network-10.53.103.0/24,service | service | service,16514 | 49152:49215 | 54321,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10580,false,Access rule : insert point,667.0,2098029.13,network_element,10.53.102.21,network_element,10.53.123.250,service,SMTP,allow,true,undefined,false,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10581,false,Access rule : insert point,668.0,2098030.14,network_element | network_element | network_element | network_element | network_element,10.53.130.0/24 | 10.53.222.2 | 10.54.135.0/24 | 10.54.200.0/24 | Cairo_R&D_Team_126-,network_element,network-10.53.107.0/24,service | service | service | service,HTTP | HTTPS | SSH | tcp_service_22,allow,true,undefined,false,330 | 332 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10583,false,Access rule : insert point,670.0,2098032.13,network_element,aic-sdw,network_element,10.53.74.1,service,ANY,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10584,false,Access rule : insert point,671.0,2098033.13,network_element,network-10.53.128.0/24,network_element,host-10.53.120.88,service | service,8001-8008 | 8001-8008/tcp,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10585,false,Access rule : insert point,672.0,2098034.13,network_element,AI-lab,network_element,host-10.53.120.88,service,3000,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated based on the log event 2021-10-26 13:40:00 from Firewall Cluster AI_Cluster,10586,false,Access rule : insert point,673.0,2098035.13,network_element,host-10.53.120.5,network_element,port11_nat_address_10.53.120.1,service,Echo Request (No Code),allow,true,stored,false,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10587,false,Access rule : insert point,674.0,2098036.13,network_element,Cairo_R&D_Team_126-,network_element,10.54.200.0/24,service | service | service | service,5900 | Remote Desktop | SSH | tcp_service_22,allow,true,undefined,false,281 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10588,false,Access rule : insert point,675.0,2098037.13,network_element | network_element | network_element,AI-lab | Cairo_R&D_Team_126- | users,network_element,vaccaine,service,HTTPS,allow,true,undefined,false,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10589,false,Access rule : insert point,676.0,2098038.13,network_element,LXC Management Node,network_element,10.53.222.2,service | service,SSH | tcp_service_22,allow,true,undefined,false,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10590,false,Access rule : insert point,677.0,2098039.13,network_element | network_element | network_element,10.54.135.40 | 10.54.200.0/24 | LXC Management Node,network_element,Cairo_R&D_Team_126-,service | service | service | service,5900 | Remote Desktop | SSH | tcp_service_22,allow,true,undefined,false,281 | 380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated based on the log event 2021-10-26 13:22:38 from Firewall Cluster AI_Cluster,10591,false,Access rule : insert point,678.0,2098040.14,network_element | network_element | network_element,ai_server | host-10.53.120.88 | network-10.53.127.0/24,network_element,port11_nat_address_10.53.120.1,service,Echo Request (No Code),allow,true,stored,false,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10592,false,Access rule : insert point,679.0,2098041.15,network_element,10.53.120.0/24,network_element | network_element,10.210.200.17 | host-10.210.200.18,service,AD_services,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10593,false,Access rule : insert point,680.0,2098042.13,network_element,Msot-bassem,network_element | network_element,host-10.53.120.88 | port11_nat_address_10.53.120.1,service,Echo Request (No Code),allow,true,undefined,false,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated based on the log event 2021-08-30 15:52:20 from Firewall Cluster AI_Cluster,10594,false,Access rule : insert point,681.0,2098043.13,network_element,host-10.53.223.3,network_element,10.100.112.10,service,Echo Reply (No Code),allow,true,stored,false,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated based on the log event 2021-08-30 15:52:20 from Firewall Cluster AI_Cluster,11909,false,Access rule : insert point,681.5,2099293.1,network_element,Server-Mgmt-B2,network_element,Any Network any,service | service,HTTP | HTTPS,allow,true,stored,false,330 | 332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10595,false,Access rule : insert point,682.0,2098044.14,network_element,AI_Wireless,network_element,Outside,service | service,465 | SMTP Submission Service,allow,true,undefined,false,12005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11824,false,Access rule : insert point,683.0,2099190.1,network_element,host-10.53.125.143,network_element | network_element,host-10.53.127.50 | hpc cluster 4 login node,service,ssh,allow,true,undefined,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated based on the log event 2021-08-12 21:47:37 from Firewall Cluster AI_Cluster,10596,false,Access rule : insert point,684.0,2098045.13,network_element,10.53.120.0/24,network_element,host-10.53.120.1,service | service,ICMP | Ping,allow,true,stored,false,121 | 453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
