match_sources.match_source_ref.type,match_sources.match_source_ref.value,match_destinations.match_destination_ref.type,match_destinations.match_destination_ref.value,match_services.match_service_ref.type,match_services.match_service_ref.value,match_services.match_service_ref.ref_key,user_match.user.class_id,user_match.user.display_name,user_match.user.domain,user_match.user.ref,user_match.auth_service.ref,user_match.auth_service.ref_key,match_sources.match_source_ref.ref_key
network_element | network_element | network_element | network_element,AD1 | AD2 | dns1 | dns2,network_element,Alex-Kubernetes,service | service,DNS (TCP) | DNS (UDP),321 | 414,,,,,,,
network_element | network_element | network_element | network_element,AD1 | AD2 | dns1 | dns2,network_element | network_element,MCIT-DC1 | MCIT-DC2,service | service,DNS (TCP) | DNS (UDP),321 | 414,,,,,,,
network_element,network-10.53.107.0/24,network_element,AD2,service,DNS (UDP),414,,,,,,,
network_element,host-10.53.102.22,network_element,DNSServer,service,Echo Request (No Code),20,,,,,,,
network_element,host-10.53.127.11,network_element,ANY,service | service | service,DNS (TCP) | HTTP | HTTPS,321 | 330 | 332,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.54.135.0/24 | 10.54.200.0/24 | AI-lab | AIC-DEV-RANGE | AIC-HPC-RANGE | AIC-IT-RANGE | Alex-BMC | Alex-Kubernetes | Alex_VM_Internal | Cairo_R&D_Team_126- | Hypervisors_102 | network-10.53.106.0/24 | network-10.53.127.0/24 | network-10.53.128.0/24 | network-10.53.150.0/24 | network-10.53.222.0/24 | users,network_element | network_element,dns1 | dns2,service | service | service | service | service | service,DNS | DNS (TCP) | DNS (UDP) | NTP (TCP) | NTP (UDP) | tcp_service_53,444 | 321 | 414 | 362 | 425,,,,,,,
network_element | network_element,dns1 | dns2,network_element,Alexandria_K8s_Metallb,service | service,DNS (TCP) | DNS (UDP),321 | 414,,,,,,,
network_element | network_element,AD1 | AD2,network_element,Alexandria_K8s_Metallb,service | service,DNS (TCP) | DNS (UDP),321 | 414,,,,,,,
network_element | network_element,10.53.106.240 | SW Debug VM,network_element | network_element,AD1 | AD2,service | service | service,LDAP (TCP) | LDAP (UDP) | LDAPS (TCP),347 | 457 | 348,,,,,,,
network_element,network-10.53.123.0/24,network_element | network_element,dns1 | dns2,service | service | service | service,DNS (TCP) | DNS (UDP) | NTP (TCP) | NTP (UDP),321 | 414 | 362 | 425,,,,,,,
network_element | network_element,dns1 | dns2,network_element | network_element | network_element | network_element | network_element,time.google.com | time1.google.com | time2.google.com | time3.google.com | time4.google.com,service | service,NTP (TCP) | NTP (UDP),362 | 425,,,,,,,
network_element | network_element | network_element | network_element,Cairo_EPM_Prd_DB_Server | Cairo_EPM_Prd_Web_Server | Cairo_EPM_Stg_DB_Server | Cairo_EPM_Stg_Web_Server,network_element | network_element,dns1 | dns2,service | service | service | service | service | service,DNS | DNS (TCP) | DNS (UDP) | NTP (TCP) | NTP (UDP) | tcp_service_53,444 | 321 | 414 | 362 | 425,,,,,,,
network_element,HR services_H,network_element | network_element,AD1 | AD2,service | service | service,LDAP (TCP) | LDAP (UDP) | LDAPS (TCP),347 | 457 | 348,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.120.0/24 | 10.53.130.0/24 | 10.53.222.0/24 | 10.54.135.0/24 | 10.54.200.0/24 | AI_Wireless | alex-wireless | Cairo_R&D_Team_126 | Git_Server | host-10.53.106.250 | host-10.53.230.11 | hpc cluster 2 login node | hpc cluster 4 login node | network-10.53.125.0/24 | users,network_element | network_element,AD1 | AD2,service,AD_services,,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element,host-10.53.102.53 | vCenter Virtualization Manager | VMware Hypervisor 1 | VMware Hypervisor 2 | VMware Hypervisor 3 | VMware Hypervisor 4,network_element | network_element,AD1 | AD2,service | service | service | service,AD_services | Echo Request (Any Code) | LDAPS (TCP) | LDAPS (UDP),19 | 348 | 458,,,,,,,
network_element | network_element | network_element | network_element | network_element,10.53.106.244 | 10.53.106.247 | 10.53.106.248 | Docker Registry Server | IT Assets Inventory,network_element | network_element,AD1 | AD2,service | service | service,LDAP (TCP) | LDAP (UDP) | LDAPS (TCP),347 | 457 | 348,,,,,,,
network_element | network_element,dns1 | dns2,network_element | network_element,DNSGoogle2 | DNSServer,service,DNS,444,,,,,,,
network_element | network_element | network_element,network-10.53.105.0/24 | network-10.53.106.0/24 | network-10.53.107.0/24,network_element | network_element,dns1 | dns2,service | service | service | service,123 | DNS | NTP (TCP) | Ping,444 | 362 | 453,,,,,,,
network_element,network-10.53.104.0/24,network_element | network_element,dns1 | dns2,service | service | service,DNS | NTP (TCP) | NTP (UDP),444 | 362 | 425,,,,,,,
network_element | network_element,network-10.53.101.0/24 | network-10.53.102.0/24,network_element | network_element,dns1 | dns2,service | service | service,DNS | NTP (TCP) | NTP (UDP),444 | 362 | 425,,,,,,,
network_element | network_element,AI_Wireless | Cairo_R&D_Team_126,network_element,Cairo_Printer_230,service | service | service | service | service | service,161 | 9101 | HTTP | HTTPS | JetDirect | SNMP (TCP),330 | 332 | 12058 | 378,,,,,,,
network_element,Alexandria_R&D_Team_126   ,network_element | network_element,AD1 | AD2,service,AD_services,,,,,,,,
network_element,Alexandria_R&D_Team_126   ,network_element,R&D Machine,service,RDP remote,,,,,,,,
network_element,10.53.106.250,network_element | network_element,AD1 | AD2,service | service | service | service | service | service | service | service | service | service | service | service | service | service,389 | 464 | 49152-65535-tcp | 88 | 88-tcp | AD_services | Kerberos | Kpasswd | LDAP (TCP) | LDAPS (with decryption) | Microsoft Global Catalog LDAP (TCP) | Microsoft Global Catalog LDAPS (TCP) | Microsoft-DS | tcp_service_135,343 | 345 | 347 | 12044 | 12038 | 12040 | 351,,,,,,,
network_element | network_element | network_element,10.53.106.250 | 10.54.230.5 | Explatory VM,network_element | network_element,AD1 | AD2,service,AD_services,,,,,,,,
network_element | network_element,Alexandria_IT_Admin_125 | network-10.53.125.0/24,network_element,vCenter Virtualization Manager,service,5480,,,,,,,,
network_element,Dell Storage management,network_element,vCenter Virtualization Manager,service | service,HTTPS | tcp_service_443,332,,,,,,,
network_element | network_element | network_element | network_element | network_element,vCenter Virtualization Manager | VMware Hypervisor 1 | VMware Hypervisor 2 | VMware Hypervisor 3 | VMware Hypervisor 4,network_element,Dell Storage management,service,8443,,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.106.242 | 10.58.120.0/24 | 10.58.126.0/24 | 10.58.127.0/24 | 10.58.128.0 | 10.58.129.0/24 | 10.58.130.0 | 10.58.200.0 | network-10.53.101.0/24,network_element | network_element,AD1 | AD2,service,AD_services,,,,,,,,
network_element | network_element | network_element | network_element,Cairo_EPM_Prd_DB_Server | Cairo_EPM_Prd_Web_Server | Cairo_EPM_Stg_DB_Server | Cairo_EPM_Stg_Web_Server,network_element | network_element,AD1 | AD2,service,AD_services,,,,,,,,
network_element | network_element | network_element | network_element,AD1 | AD2 | dns1 | dns2,network_element,HPC Isilon Management  ,service | service,DNS | udp_service_53,444,,,,,,,
network_element | network_element | network_element | network_element,AD1 | AD2 | dns1 | dns2,network_element,HPC Imhotep Manegement Node,service | service | service | service,DNS | NTP (TCP) | NTP (UDP) | udp_service_53,444 | 362 | 425,,,,,,,
network_element | network_element | network_element,Kubernetes_Master 1   | Kubernetes_Master 2 | Kubernetes_Master 3,network_element | network_element,AD1 | AD2,service | service,49152-65535-tcp | AD services,,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element,AIC-CAI-IT | Cairo_EPM_Prd_DB | Cairo_EPM_Prd_Web | Cairo_EPM_Stg_DB | Cairo_EPM_Stg_Web | network-10.53.123.0/24 | network-10.53.135.0/24,network_element | network_element | network_element,10.210.225.0/255.255.255.0 | 10.210.227.0/255.255.255.0 | Kaspersky-server,service,Kaspersky-service,,,,,,,,
network_element | network_element | network_element,10.210.225.0/255.255.255.0 | 10.210.227.0/255.255.255.0 | Kaspersky-server,network_element | network_element | network_element | network_element | network_element | network_element | network_element,AIC-CAI-IT | Cairo_EPM_Prd_DB | Cairo_EPM_Prd_Web | Cairo_EPM_Stg_DB | Cairo_EPM_Stg_Web | network-10.53.123.0/24 | network-10.53.135.0/24,service,Kaspersky-service,,,,,,,,
network_element | network_element | network_element | network_element | network_element,AI-lab | Cairo_R&D_Team_126- | network-10.53.125.0/24 | users | wireless_subnet,network_element,Kaspersky-server,service,Kaspersky-service,,,,,,,,
network_element,Kaspersky-server,network_element | network_element | network_element | network_element,AI-lab | Cairo_R&D_Team_126- | users | wireless_subnet,service,Kaspersky-service,,,,,,,,
network_element,AIC-Pool,network_element | network_element,dns1 | dns2,service | service | service | service,DNS | DNS (TCP with SafeSearch) | DNS (UDP) | tcp_service_53,444 | 12069 | 414,,,,,,,
network_element,AIC-Pool,network_element,AIC Internal WAF ,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,Cairo_EPM_Prd_DB | Cairo_EPM_Prd_Web | Cairo_EPM_Stg_DB | Cairo_EPM_Stg_Web | Cairo_Office365_VM_123 | network-10.53.105.0/24 | network-10.53.106.0/24 | network-10.53.135.0/24 | network-10.53.150.0/24,network_element,LogRhythm_DP,service,tcp_service_443,,,,,,,,
network_element,LogRhythm_DP,network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,Cairo_EPM_Prd_DB | Cairo_EPM_Prd_Web | Cairo_EPM_Stg_DB | Cairo_EPM_Stg_Web | Cairo_Office365_VM_123 | network-10.53.105.0/24 | network-10.53.106.0/24 | network-10.53.135.0/24 | network-10.53.150.0/24,service,3333,,,,,,,,
network_element,AIC-CAI-IT,network_element,LogRhythm_Dashboard,service,8443,,,,,,,,
network_element | network_element,AI_Cluster-Master-New | AIC-Context-New,network_element | network_element,AD1 | AD2,service,AD_services,,,,,,,,
network_element,AIC-Pool,network_element,10.53.150.245,service,tcp_service_22,,5686,vpn-dev,aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,Cairo_R&D_Team_126,service,tcp_service_22,,5686 | 5686,vpn-it | vpn-rd,aic-domain | aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,network-10.53.105.0/24,service | service,HTTP | HTTPS,330 | 332,5686 | 5686 | 5686,vpn-hpc | vpn-op | vpn-rd,aic-domain | aic-domain | aic-domain,"CN=vpn-hpc,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-op,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,NLP System of Estimating Alimony,service | service | service,27017 | 7001 | tcp_service_22,,5686,vpn-dev,aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element | network_element | network_element,10.53.126.91 | host-10.53.117.254 | host-10.53.126.90,service | service | service,5900 | Remote Desktop | tcp_service_22,281,5686,vpn-rd,aic-domain,"CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,host-10.53.117.254,service | service | service,HTTP | HTTPS | tcp_service_22,330 | 332,5686 | 5686 | 5686,vpn-dev | vpn-it | vpn-rd,aic-domain | aic-domain | aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,network-10.53.118.0/24,service | service | service | service | service | service,31000-31199 | 5000-6999 | 8081 | HTTP | HTTPS | tcp_service_8080,330 | 332,5686 | 5686 | 5686,vpn-dev | vpn-it | vpn-rd,aic-domain | aic-domain | aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element | network_element | network_element | network_element | network_element,host-10.53.116.250 | host-10.53.116.251 | host-10.53.116.252 | host-10.53.116.253 | host-10.53.117.253,service | service,HTTP | HTTPS,330 | 332,5686 | 5686 | 5686,vpn-dev | vpn-it | vpn-rd,aic-domain | aic-domain | aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,network-10.53.128.0/24,service | service,8006 | 8006/UDP,,5686,vpn-hpc,aic-domain,"CN=vpn-hpc,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,Hypervisors_102,service | service | service | service,5900-6923 | 8006 | HTTP | HTTPS,330 | 332,5686,vpn-it,aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,Alex_VM_Internal,service | service | service,HTTP | HTTPS | tcp_service_22,330 | 332,5686,vpn-it,aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,Alex-BMC,service | service | service | service | service,161 | 5900-5901 | HTTP | HTTPS | tcp_service_22,330 | 332,5686,vpn-it,aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,Cairo_EPM_Prd_Web_Server,service | service,tcp_service_443 | tcp_service_80,,5686 | 5686 | 5686 | 5686 | 5686,vpn-dev | vpn-hpc | vpn-it | vpn-op | vpn-rd,aic-domain | aic-domain | aic-domain | aic-domain | aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-hpc,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-op,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.54.130.0,service | service | service,5900 | Remote Desktop | tcp_service_22,281,5686,vpn-hpc,aic-domain,"CN=vpn-hpc,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element | network_element,10.53.222.2 | 10.53.222.22,service | service,tcp_service_443 | tcp_service_80,,5686 | 5686 | 5686,vpn-dev | vpn-rd | vpn-rd-ext,aic-domain | aic-domain | aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd-ext,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.53.222.0/24,service | service,tcp_service_443 | tcp_service_80,,5686 | 5686,vpn-hpc | vpn-hpc-ext,aic-domain | aic-domain,"CN=vpn-hpc,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-hpc-ext,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.53.106.100,service | service | service | service,HTTP | HTTPS | tcp_service_443 | tcp_service_80,330 | 332,5686 | 5686 | 5686 | 5686 | 5686 | 5686 | 5686 | 5686,Protected Users | vpn-dev | vpn-hpc | vpn-hpc-ext | vpn-it | vpn-op | vpn-rd | vpn-rd-ext,aic-domain | aic-domain | aic-domain | aic-domain | aic-domain | aic-domain | aic-domain | aic-domain,"CN=Protected Users,CN=Users,DC=aic,DC=gov,DC=eg | CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-hpc,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-hpc-ext,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-op,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd-ext,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,AIC Internal WAF ,service | service,HTTP | HTTPS,330 | 332,5686 | 5686 | 5686 | 5686 | 5686 | 5686,vpn-dev | vpn-hpc | vpn-hpc-ext | vpn-it | vpn-op | vpn-rd,aic-domain | aic-domain | aic-domain | aic-domain | aic-domain | aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-hpc,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-hpc-ext,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-op,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,host-10.53.106.225,service,6443,,5686,vpn-it,aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,network-10.53.102.0/24,service,5900-6923,,5686,vpn-it,aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.53.106.241,service | service | service | service,3000 | 8086 | 9090 | tcp_service_22,,5686 | 5686,vpn-hpc | vpn-hpc-ext,aic-domain | aic-domain,"CN=vpn-hpc,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-hpc-ext,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element | network_element,10.53.106.247 | Git_Server,service | service | service | service | service,HTTP | HTTPS | tcp_service_22 | tcp_service_443 | tcp_service_80,330 | 332,5686 | 5686,vpn-dev | vpn-rd,aic-domain | aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element | network_element,10.53.106.247 | Git_Server,service | service | service | service,HTTP | HTTPS | tcp_service_443 | tcp_service_80,330 | 332,5686 | 5686 | 5686,vpn-dev | vpn-hpc | vpn-rd,aic-domain | aic-domain | aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-hpc,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,host-10.53.106.208,service | service | service | service,HTTP | HTTPS | tcp_service_443 | tcp_service_80,330 | 332,5686 | 5686 | 5686 | 5686 | 5686,vpn-dev | vpn-hpc | vpn-hpc-ext | vpn-rd | vpn-rd-ext,aic-domain | aic-domain | aic-domain | aic-domain | aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-hpc,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-hpc-ext,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd-ext,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,host-10.53.106.208,service | service,HTTP | HTTPS,330 | 332,5686,vpn-hpc,aic-domain,"CN=vpn-hpc,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.53.106.247,service | service | service | service,HTTP | HTTPS | tcp_service_443 | tcp_service_80,330 | 332,5686 | 5686,vpn-rd | vpn-rd-ext,aic-domain | aic-domain,"CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd-ext,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.53.222.2,service | service | service,tcp_service_22 | tcp_service_80 | tcp_service_8000,,5686,vpn-dev,aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.53.222.22,service | service,tcp_service_22 | tcp_service_8000,,5686,vpn-dev,aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.53.150.245,service | service | service | service,5432 | 5555 | 8888 | 9000,,5686,vpn-rd,aic-domain,"CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.53.150.245,service | service | service | service,5432 | 5555 | 8888 | 9000,,5686,vpn-dev,aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,network-10.53.127.0/24,service | service | service | service | service | service | service | service,8000tcp | 8080 | 8081 | ICMP | Remote Desktop | tcp_service_22 | tcp_service_443 | tcp_service_80,121 | 281,5686,vpn-hpc,aic-domain,"CN=vpn-hpc,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element | network_element,10.53.120.0/24 | network-10.53.128.0/24,service | service | service | service | service,8006 | 8006/UDP | tcp_service_22 | tcp_service_443 | tcp_service_80,,5686,vpn-hpc,aic-domain,"CN=vpn-hpc,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element | network_element,dns1 | dns2,service | service | service | service,DNS | DNS (TCP with SafeSearch) | DNS (UDP) | tcp_service_53,444 | 12069 | 414,5686 | 5686,vpn-dev | vpn-it,aic-domain | aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.53.106.227,service,8834,,5686,vpn-it,aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.54.125.0,service | service | service | service | service,5900 | 9090 | Remote Desktop | ssh | tcp_service_22,281,5686,vpn-it,aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.54.135.0/24,service | service | service | service | service,5900-6923 | 8006 | HTTP | HTTPS | tcp_service_22,330 | 332,5686,vpn-dev,aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.54.135.0/24,service | service | service | service | service,3000-10000 | 30000-32768 | HTTP | HTTPS | tcp_service_22,330 | 332,5686 | 5686,vpn-dev | vpn-rd,aic-domain | aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.54.135.0/24,service | service | service | service,5900-6923 | 8006 | HTTP | HTTPS,330 | 332,5686,vpn-it,aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element | network_element | network_element,10.53.107.100 | 10.54.135.248 | host-10.54.135.249,service,6443,,5686,vpn-it,aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element | network_element | network_element | network_element | network_element | network_element,10.53.107.100 | 10.54.135.248 | host-10.54.135.249 | Kubernetes_Master 1   | Kubernetes_Master 2 | Kubernetes_Master 3,service,6443,,5686,vpn-it,aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element | network_element,10.53.107.70 | network-10.53.102.0/24,service | service,HTTP | HTTPS,330 | 332,5686,vpn-it,aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,network-10.53.106.0/24,service | service | service | service | service | service,HTTP | HTTPS | SSH | tcp_service_22 | tcp_service_443 | tcp_service_80,330 | 332 | 380,5686,vpn-it,aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,network-10.53.106.0/24,service | service,SSH | tcp_service_22,380,5686 | 5686 | 5686,vpn-dev | vpn-hpc | vpn-rd,aic-domain | aic-domain | aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-hpc,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.53.106.248,service | service | service,HTTP | HTTPS | tcp_service_80,330 | 332,5686 | 5686,vpn-hpc | vpn-it,aic-domain | aic-domain,"CN=vpn-hpc,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,LXC Management Node,service | service | service | service | service,5900 | 9090 | Remote Desktop | SSH | tcp_service_22,281 | 380,5686,vpn-it,aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element | network_element,10.53.125.0/24 | Cairo_R&D_Team_126-,service | service | service | service | service,5900 | 9090 | Remote Desktop | SSH | tcp_service_22,281 | 380,5686,vpn-it,aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,network-10.53.105.0/24,service | service,HTTP | HTTPS,330 | 332,5686,vpn-dev,aic-domain,"CN=vpn-dev,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element | network_element | network_element | network_element,10.58.126.0/24 | 10.58.129.0/24 | 10.58.130.0 | AIC-Pool,network_element,10.54.135.0/24,service | service | service | service | service | service,16384-32767 | 3000-10000 | 30000-32768 | tcp_service_22 | tcp_service_443 | tcp_service_80,,5686,vpn-rd,aic-domain,"CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,network-10.53.107.0/24,service | service | service,tcp_service_22 | tcp_service_443 | tcp_service_80,,5686,vpn-rd,aic-domain,"CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element | network_element,10.53.126.146 | Cairo_R&D_Team_126,service | service | service | service,5900 | Remote Desktop | SSH | tcp_service_22,281 | 380,5686 | 5686,vpn-it | vpn-rd,aic-domain | aic-domain,"CN=vpn-it,OU=aic,DC=aic,DC=gov,DC=eg | CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.53.106.242,service,6900,,5686,vpn-rd,aic-domain,"CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
network_element,AIC-Pool,network_element,10.54.200.0/24,service,ANY,,5686,vpn-rd,aic-domain,"CN=vpn-rd,OU=aic,DC=aic,DC=gov,DC=eg",LDAP Authentication,5,
