match_sources.match_source_ref.type,match_sources.match_source_ref.value,match_destinations.match_destination_ref.type,match_destinations.match_destination_ref.value,match_services.match_service_ref.type,match_services.match_service_ref.value,match_services.match_service_ref.ref_key,user_match.user.class_id,user_match.user.display_name,user_match.user.domain,user_match.user.ref,user_match.auth_service.ref,user_match.auth_service.ref_key,match_sources.match_source_ref.ref_key
network_element,Alexandria_R&D_Team_126   ,network_element | network_element,10.53.126.91 | host-10.53.126.90,service | service | service | service | service,5900 | RDP | RDP remote | ssh | tcp_service_22,172,,,,,,,
network_element,network-10.53.125.0/24,network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.106.222 | 10.53.106.240 | 10.53.106.242 | 10.54.135.239 | AD1 | AD2 | host-10.53.106.228 | host-10.53.150.249 | host-10.54.135.249 | NLP Annotation Server,service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service,10001 | 10015-10016 | 1514-1515 | 3000-9000 | 49152-65535-tcp | 55000 | 5900 | 6443 | 6900 | 8091 | 8530-8531 | 9000 | 9090 | 9443 | DNS (TCP) | DNS (UDP) | Kerberos | LDAP (TCP) | LDAP (UDP) | LDAPS (with decryption) | Microsoft Global Catalog LDAP (TCP) | Microsoft Global Catalog LDAPS (TCP) | Microsoft-DS | MSRPC (TCP) | NTP (TCP) | NTP (UDP) | Remote Desktop | tcp_service_8000 | udp_service_88,321 | 414 | 343 | 347 | 457 | 12044 | 12038 | 12040 | 351 | 280 | 362 | 425 | 281,,,,,,,
network_element,test_1,network_element,ANY,service,ANY,,,,,,,,
network_element,10.54.125.0,network_element | network_element,dns1 | dns2,service | service,DNS (TCP) | NTP (UDP),321 | 425,,,,,,,
network_element | network_element,10.53.222.2 | Cairo_R&D_Team_126,network_element,62.189.71.21,service | service,16106-16114 | 5902,,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.54.200.0/24 | 10.58.120.0/24 | 10.58.125.0./24 | 10.58.126.0/24 | 10.58.127.0/24 | 10.58.128.0 | 10.58.129.0/24 | 10.58.130.0 | 10.58.200.0 | AI_Wireless | alex-wireless | Alexandria_R&D_Team_126    | Cairo_R&D_Team_126- | users,network_element,102.217.68.120,service | service,5555 | 5555-udp,,,,,,,,
network_element,network-10.53.125.0/24,network_element,ANY,service | service | service | service | service | service | service | service | service | service | service,27017 | DNS (TCP) | FTP | FTP-Control | HTTP | HTTPS | IMAPS | Remote Desktop | SMTP Submission Service | SSH | tcp_service_8000,321 | 325 | 330 | 332 | 336 | 281 | 12005 | 380,,,,,,,
network_element,10.54.230.5,network_element,host-10.53.123.250,service,SMTP,376,,,,,,,
network_element,10.54.101.0,network_element | network_element,AD1 | AD2,service | service,AD_services | Ping,453,,,,,,,
network_element,pulsesecure1,network_element,AIC.GOV.EG,service,ANY,,,,,,,,
network_element,Management Server,network_element,SMA1-LR,service,NetFlow (UDP),12043,,,,,,,
network_element,Management Server,network_element,firemon,service,NetFlow (UDP),12043,,,,,,,
network_element,10.53.106.247,network_element,host-10.53.101.248,service | service | service | service | service | service | service | service,138 | 445 | NetBIOS-NS (UDP) | TCP_139 | tcp_service_111 | tcp_service_2049 | udp_service_111 | udp_service_2049,422,,,,,,,
network_element,10.53.130.0/24,network_element,host-10.53.106.210,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element | network_element,host-10.53.106.234 | host-10.53.106.235,network_element,network-10.53.107.0/24,service | service | service | service | service,3000-10000 | 30000-32768 | HTTP | HTTPS | SSH,330 | 332 | 380,,,,,,,
network_element | network_element,host-10.53.106.234 | host-10.53.106.235,network_element | network_element,10.53.222.2 | 10.53.222.22,service,SSH,380,,,,,,,
network_element | network_element,host-10.53.106.234 | host-10.53.106.235,network_element | network_element | network_element,10.53.135.252-10.53.135.253 | AD1 | AD2,service | service | service | service | service | service | service | service | service | service | service,3268-3269 | 445 | 464 | 49152-65535-tcp | 88 | 88-tcp | Kpasswd | LDAP (TCP) | LDAP (UDP) | LDAPS (TCP) | tcp_service_135,345 | 347 | 457 | 348,,,,,,,
network_element,host-10.53.106.234,network_element,cairo-NAS-Server,service | service | service | service | service | service | service,111 | NFS (TCP) | NFS (UDP) | tcp_service_111 | tcp_service_2049 | udp_service_111 | udp_service_2049,12046 | 423,,,,,,,
network_element,host-10.53.106.235,network_element,host-10.53.101.246,service | service | service | service | service | service | service,111 | NFS (TCP) | NFS (UDP) | tcp_service_111 | tcp_service_2049 | udp_service_111 | udp_service_2049,12046 | 423,,,,,,,
network_element | network_element,Explatory VM | host-10.53.106.235,network_element,cairo-NAS-Server,service | service | service | service,tcp_service_111 | tcp_service_2049 | udp_service_111 | udp_service_2049,,,,,,,,
network_element,Management Server,network_element,SIEM_Collector02,service,Syslog (UDP),406,,,,,,,
network_element,Management Server,network_element,SMA1-LR,service,Syslog (UDP),406,,,,,,,
network_element | network_element,Management Server | Management Server-10.53.145.12,network_element | network_element,dns1 | dns2,service | service | service | service,DNS | DNS (TCP) | DNS (UDP) | NTP (UDP),444 | 321 | 414 | 425,,,,,,,
network_element | network_element,Management Server | Management Server-10.53.145.12,network_element,Not Internal,service | service | service,HTTP | HTTPS | tcp_service_80,330 | 332,,,,,,,
network_element,host-10.53.105.24,network_element,10.53.101.252,service,10000,,,,,,,,
network_element,10.53.106.241,network_element,host-10.53.101.248,service | service | service | service | service | service | service | service,445 | NetBIOS Datagram | NetBIOS-NS (UDP) | NetBIOS-SSN | NFS (TCP) | NFS (UDP) | tcp_service_111 | udp_service_111,420 | 422 | 356 | 12046 | 423,,,,,,,
network_element,AIC-CAI-IT,network_element,AIC-GPU,service | service | service | service | service | service,7071-TCP | 8080 | 8081 | 8082 | tcp_service_22 | tcp_service_7070,,,,,,,,
network_element,10.53.106.244,network_element,ANY,service,IMAPS,336,,,,,,,
network_element | network_element,10.53.105.21 | 10.53.120.0/24,network_element,ANY,service | service | service,HTTP | HTTPS | tcp_service_80,330 | 332,,,,,,,
network_element | network_element,10.53.105.21 | 10.53.120.0/24,network_element,ANY,service | service | service | service,DNS | HTTP | HTTPS | tcp_service_80,444 | 330 | 332,,,,,,,
network_element | network_element,10.100.232.235 | NVR_B51,network_element | network_element,10.100.232.235 | NVR_B51,service,ANY,,,,,,,,
network_element | network_element | network_element,LogServer 10.53.145.11 | LogServer-10.53.145.12 | Management Server,network_element,AIC.GOV.EG,service,LDAP (TCP),347,,,,,,,
network_element,Management Server,network_element,AIC.GOV.EG,service,LDAP (TCP),347,,,,,,,
network_element,host-45.98.223.200,network_element,41.33.212.179,service,tcp_service_80,,,,,,,,
network_element,10.53.130.0/24,network_element,10.53.106.244,service,3000,,,,,,,,
network_element,10.53.130.0/24,network_element,ddn console,service,7443,,,,,,,,
network_element,HPC OME,network_element,10.53.123.250,service,25,,,,,,,,
network_element,HPC OME,network_element,NEW_SERVER_MGMT,service,ICMP,121,,,,,,,
network_element,NEW_SERVER_MGMT,network_element,HPC OME,service | service | service | service | service,137 | 137_TCP | 445 | NetBIOS-NS (UDP) | NetBIOS-SSN,422 | 356,,,,,,,
network_element,HPC OME,network_element,NEW_SERVER_MGMT,service | service | service | service,623 | ssh | tcp_service_161_162 | udp_service_161_162,,,,,,,,
network_element,10.53.130.0/24,network_element,HPC OME,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element | network_element,10.53.123.250 | Mail_Relay ,network_element,ANY,service,SMTP Submission Service,12005,,,,,,,
network_element,10.53.126.124,network_element,ANY,service,IMAPS,336,,,,,,,
network_element,AIC Operations,network_element,10.53.107.70,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element,network-10.53.202.0/24,network_element,Cairo_Printer_230,service | service | service | service | service | service | service,161 | 9101 | HTTP | HTTPS | JetDirect | Ping | SNMP (TCP),330 | 332 | 12058 | 453 | 378,,,,,,,
network_element,Windows Update Server,network_element,Cairo_Printer_230,service | service | service | service,9101 | JetDirect | SNMP (TCP) | SNMP (UDP),12058 | 378 | 435,,,,,,,
network_element,Windows Update Server,network_element,AIC KC Printer,service | service | service | service | service | service,9101 | HTTP | HTTPS | JetDirect | SNMP (TCP) | SNMP (UDP),330 | 332 | 12058 | 378 | 435,,,,,,,
network_element | network_element | network_element | network_element | network_element,AI_Wireless | Cairo_HPC_Team_130 | Cairo_R&D_Team_126- | network-10.53.41.0/24 | users,network_element,Windows Update Server,service | service | service | service,MSRPC (TCP) | NetBIOS-NS (TCP) | NetBIOS-SSN | SMB-TCP,280 | 355 | 356,,,,,,,
network_element | network_element | network_element | network_element,ISE_mcit1 | ISE_mcit2 | ISE_mcit3 | ISE_mcit4,network_element | network_element,AD1 | AD2,service,ANY,,,,,,,,
network_element,network-10.56.0.0/16,network_element,ANY,service,rtp-ports -,,,,,,,,
network_element,ANY,network_element,network-10.56.0.0/16,service,rtp-ports -,,,,,,,,
network_element,MNOT,network_element,network-10.56.0.0/16,service,admin-to-voip-endpoint,,,,,,,,
network_element,network-10.56.0.0/16,network_element,MCIT PhoneVLAN,service,rtp-ports -,,,,,,,,
network_element,MCIT PhoneVLAN,network_element,network-10.56.0.0/16,service,rtp-ports -,,,,,,,,
network_element,network-10.56.0.0/16,network_element,VGW,service | service,NTP (UDP) | rtp-ports -,425,,,,,,,
network_element,VGW,network_element,network-10.56.0.0/16,service,rtp-ports -,,,,,,,,
network_element,jabber-client,network_element,network-10.56.0.0/16,service,rtp-ports -,,,,,,,,
network_element,network-10.56.0.0/16,network_element,jabber-client,service,rtp-ports -,,,,,,,,
network_element,CUCM,network_element,network-10.56.0.0/16,service,cucm-voip,,,,,,,,
network_element,network-10.56.0.0/16,network_element,CUCM,service,voip-cucm,,,,,,,,
network_element,network-10.56.0.0/16,network_element | network_element,10.111.100.55 | 10.151.100.55  ,service,Voip-imp,,,,,,,,
network_element,network-10.56.0.0/16,network_element,MNOT,service | service,37200 | 49152-65535,,,,,,,,
network_element,network-10.56.0.0/16,network_element,CUC,service,voip-cuc,,,,,,,,
network_element,CUC,network_element,network-10.56.0.0/16,service,16384-32767,,,,,,,,
network_element,network-10.56.0.0/16,network_element,10.111.100.60,service,16384-32767,,,,,,,,
network_element,10.111.100.60,network_element,network-10.56.0.0/16,service,16384-32767,,,,,,,,
network_element,PCA,network_element,network-10.56.0.0/16,service,pca-voip,,,,,,,,
network_element,network-10.56.0.0/16,network_element,xml-server,service | service,HTTP | tcp_service_8080,330,,,,,,,
network_element,xml-server,network_element,network-10.56.0.0/16,service | service,HTTP | tcp_service_8080,330,,,,,,,
network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.127 | 10.53.126.69 | 10.53.200.22,network_element,ISE_mcit4,service,8445,,,,,,,,
network_element | network_element | network_element,Active Connect Client | Proxy Agent 1 | Proxy Agent 2,network_element | network_element,AD1 | AD2,service,AD_services,,,,,,,,
network_element | network_element,BCAAA-AIC-170 | BCAAAA-AIC,network_element | network_element,AD1 | AD2,service,AD_services,,,,,,,,
network_element | network_element,AD1 | AD2,network_element | network_element,BCAAA-AIC-170 | BCAAAA-AIC,service | service | service | service,139 | 445 | TCP_139 | tcp_service_135,,,,,,,,
network_element | network_element | network_element,FAC | VFX-AIC | VHX-AIC,network_element | network_element,AD1 | AD2,service | service,LDAP (TCP) | LDAPS (TCP),347 | 348,,,,,,,
network_element | network_element,VFX-AIC | VHX-AIC,network_element | network_element,dns1 | dns2,service | service | service | service,DNS (TCP) | DNS (UDP) | LDAP (TCP) | LDAPS (TCP),321 | 414 | 347 | 348,,,,,,,
network_element | network_element | network_element,Active Connect Client | Proxy Agent 1 | Proxy Agent 2,network_element | network_element,dns1 | dns2,service | service | service | service,DNS (TCP) | DNS (UDP) | NTP (TCP) | NTP (UDP),321 | 414 | 362 | 425,,,,,,,
network_element | network_element | network_element,Active Connect Client | Proxy Agent 1 | Proxy Agent 2,network_element,Outside,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element | network_element,AIC JUMP POINT  | Alexandria_IT_Admin_125,network_element | network_element | network_element | network_element,10.53.41.1 | 172.26.12.163 | 172.26.12.164 | PRA IN 1 ,service | service | service,HTTP | HTTPS | ICMP,330 | 332 | 121,,,,,,,
network_element | network_element,MCIT-DC1 | MCIT-DC2,network_element | network_element,AD1 | AD2,service | service,DNS (TCP) | DNS (UDP),321 | 414,,,,,,,
network_element | network_element | network_element | network_element,EMS114 | host-192.168.206.130 | host-192.168.206.131 | MCIT-EMS,network_element | network_element,AD1 | AD2,service | service | service | service,389 | LDAP (TCP) | LDAP (UDP) | LDAPS (TCP),347 | 457 | 348,,,,,,,
network_element,LogRhythm_Dashboard,network_element | network_element,AD1 | AD2,service | service | service | service,389 | LDAP (TCP) | LDAP (UDP) | LDAPS (TCP),347 | 457 | 348,,,,,,,
network_element | network_element | network_element,172.26.12.163 | 172.26.12.164 | PRA IN 1 ,network_element | network_element,AD1 | AD2,service | service | service | service | service,389 | ICMP | LDAP (TCP) | LDAP (UDP) | LDAPS (TCP),121 | 347 | 457 | 348,,,,,,,
network_element | network_element,Alexandria_IT_Admin_125 | MSOT,network_element | network_element,10.53.41.1 | AIC JUMP POINT ,service | service | service,ICMP | RDP remote | Remote Desktop,121 | 281,,,,,,,
network_element,AIC JUMP POINT ,network_element | network_element | network_element | network_element,10.53.41.1 | 172.26.12.163 | 172.26.12.164 | PRA IN 1 ,service | service | service,HTTP | HTTPS | ICMP,330 | 332 | 121,,,,,,,
network_element,AIC JUMP POINT ,network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.210.170.192 | 10.53.102.38 | 10.53.102.39 | 10.53.102.40 | 10.53.102.51 | 10.53.104.251 | 10.53.105.252 | 10.53.106.219 | 10.53.106.220 | 10.53.106.236 | 10.53.106.238 | 10.53.123.250 | 10.53.125.1 | 10.53.41.1 | 10.54.135.239 | Active Connect Client | AD1 | AD2 | Cairo_EPM_Prd_DB_Server | Cairo_EPM_Prd_Web_Server | dns1 | dns2 | emsin.mcit.gov.eg | Git_Server | host-10.53.102.31 | host-10.53.102.32 | host-10.53.102.53 | host-10.53.116.252 | host-10.53.116.253 | host-10.53.117.253 | host-10.53.117.254 | NGINX-Reverse-Proxy-VM 1 | Proxy Agent 1 | Proxy Agent 2 | vCenter Virtualization Manager | VMware Hypervisor 1 | VMware Hypervisor 2 | VMware Hypervisor 3 | VMware Hypervisor 4 | Windows Update Server,service | service | service | service | service,HTTP | HTTPS | ICMP | Remote Desktop | SSH,330 | 332 | 121 | 281 | 380,,,,,,,
